"month","account","Total Transfer ins","Total Transfer out","Account Monthly Balance"
12,"16582","1073.15","1855.17","-782.02"
4,"16586","3922.94","2940.81","982.1300000000002"
8,"16586","3922.94","2108.16","1814.7800000000002"
11,"16586","0","510.05","-510.05"
12,"16586","42.64","1682.99","-1640.35"
1,"16595","830.16","2163.34","-1333.1800000000003"
3,"16595","290.32","2163.34","-1873.02"
4,"16595","340.66","2163.34","-1822.6800000000003"
5,"16595","0","225.04","-225.04"
9,"16595","730.57","2027.1000000000001","-1296.5300000000002"
10,"16595","856.34","0","856.34"
11,"16595","730.57","4462.92","-3732.3500000000004"
2,"16771","918.41","428.15","490.26"
3,"16771","482.49","428.15","54.34000000000003"
10,"16771","1156.65","0","1156.65"
12,"16771","1400.9","856.3","544.6"
2,"16783","487.8","0","487.8"
5,"16783","1246.46","0","1246.46"
12,"16783","0","1621.74","-1621.74"
12,"16797","1496.94","0","1496.94"
1,"16844","0","819.38","-819.38"
3,"16844","3072.67","976.48","2096.19"
5,"16844","3470.52","1964.15","1506.37"
8,"16844","0","1371.9","-1371.9"
3,"16869","739.4","0","739.4"
4,"16869","554.14","0","554.14"
8,"16869","687.36","0","687.36"
9,"16869","1449.32","0","1449.32"
2,"16881","2916.5199999999995","6401.8","-3485.28"
3,"16881","155.71","1600.45","-1444.74"
4,"16881","1290.82","0","1290.82"
5,"16881","285.54","0","285.54"
8,"16881","131.14","1600.45","-1469.31"
10,"16881","464.91","0","464.91"
11,"16881","1259.33","1600.45","-341.1200000000001"
1,"16955","847.27","0","847.27"
2,"16955","703.09","0","703.09"
3,"16955","8397.78","7750.47","647.3100000000001"
4,"16955","532.81","1107.21","-574.4000000000001"
5,"16955","1096.57","0","1096.57"
6,"16955","1467.41","1107.21","360.20000000000005"
7,"16955","1122.89","1107.21","15.680000000000064"
8,"16955","1432.93","1107.21","325.72"
9,"16955","0","214.14","-214.14"
10,"16955","1641.51","1107.21","534.3"
2,"16987","0","186.7","-186.7"
3,"16987","1361.49","255.09","1106.4"
6,"16987","1792.92","0","1792.92"
8,"16987","1299.66","0","1299.66"
12,"16987","1361.49","255.09","1106.4"
1,"16999","888.04","0","888.04"
2,"16999","1834.12","0","1834.12"
3,"16999","0","844.46","-844.46"
4,"16999","1174.08","0","1174.08"
6,"16999","0","1280.99","-1280.99"
7,"16999","358.77","0","358.77"
8,"16999","49.27","0","49.27"
10,"16999","1970.91","0","1970.91"
1,"17002","0","27.57","-27.57"
3,"17002","99.45","0","99.45"
11,"17002","1141.68","0","1141.68"
1,"17117","0","492.56","-492.56"
3,"17117","18.16","0","18.16"
4,"17117","1569.73","4668.08","-3098.35"
6,"17117","0","863.49","-863.49"
7,"17117","37.33","1167.02","-1129.69"
9,"17117","194.59","1167.02","-972.43"
6,"17131","112.41","0","112.41"
8,"17131","896.01","0","896.01"
1,"17185","1968.18","0","1968.18"
2,"1722","375.58","0","375.58"
3,"1722","1079.33","0","1079.33"
5,"1722","584.94","0","584.94"
6,"1722","1056.93","0","1056.93"
7,"1722","340.75","0","340.75"
11,"1722","1507.16","0","1507.16"
12,"1722","650.38","0","650.38"
1,"17225","1972.49","0","1972.49"
5,"17225","1456.41","0","1456.41"
6,"17225","789.3","0","789.3"
8,"17225","2907.86","1692.46","1215.4"
9,"17225","1416.91","846.23","570.6800000000001"
1,"17233","5142.09","5289.450000000001","-147.36000000000024"
2,"17233","2175.42","2395.9","-220.48000000000013"
4,"17233","5142.09","4059.0499999999997","1083.0400000000006"
5,"17233","625.38","0","625.38"
10,"17233","1289.19","2395.9","-1106.71"
11,"17233","608.73","0","608.73"
12,"17233","3859.29","2395.9","1463.39"
5,"17281","0","978.89","-978.89"
6,"17281","937.65","756.56","181.09000000000003"
7,"17281","1822.05","756.56","1065.49"
10,"17281","89.19","756.56","-667.3699999999999"
12,"17281","2848.89","2269.68","579.2100000000002"
1,"17289","0","1700.95","-1700.95"
5,"17289","1383.19","0","1383.19"
6,"17289","856.18","0","856.18"
2,"17314","184.82","0","184.82"
4,"17314","323.15","1341.68","-1018.5300000000001"
6,"17314","1883.13","2683.36","-800.2300000000001"
8,"17314","1559.98","1341.68","218.29999999999995"
5,"17320","2138.26","2053.21","85.05000000000018"
8,"17320","2909.75","6739","-3829.25"
9,"17320","2909.75","1473.84","1435.91"
10,"17320","519.32","2053.21","-1533.8899999999999"
12,"17320","2481.18","2053.21","427.9699999999998"
5,"17334","932.64","0","932.64"
11,"17334","0","1747.3","-1747.3"
3,"17345","504.43","1751.22","-1246.79"
4,"17345","504.43","1462.18","-957.75"
8,"17345","1488.15","0","1488.15"
11,"17345","1008.86","3213.4","-2204.54"
12,"17345","0","1193.93","-1193.93"
1,"17388","500.9","0","500.9"
2,"17388","1126.49","1229.39","-102.90000000000009"
5,"17388","0","1326.46","-1326.46"
12,"17388","993.21","0","993.21"
1,"17395","0","224.64","-224.64"
6,"17395","0","1748.29","-1748.29"
8,"17395","703.22","0","703.22"
10,"17395","0","98.77","-98.77"
11,"17395","1583.13","0","1583.13"
2,"17418","676.03","0","676.03"
8,"17418","637.83","1681.57","-1043.7399999999998"
9,"17418","637.83","1681.57","-1043.7399999999998"
1,"17421","0","263.7","-263.7"
3,"17421","676.76","1874.0700000000002","-1197.31"
4,"17421","982.27","0","982.27"
5,"17421","5800.849999999999","7354.26","-1553.4100000000008"
6,"17421","0","162.28","-162.28"
8,"17421","933.67","0","933.67"
9,"17421","3563.72","1874.0700000000002","1689.6499999999999"
10,"17421","5800.85","3890.1600000000003","1910.69"
11,"17421","0","720.38","-720.38"
12,"17421","1178.35","0","1178.35"
1,"17436","0","1807.87","-1807.87"
2,"17436","2657.87","1909.72","748.1499999999999"
4,"17436","0","673.87","-673.87"
5,"17436","1280.07","954.86","325.2099999999999"
8,"17436","0","911.86","-911.86"
9,"17436","1382.05","0","1382.05"
12,"17436","1377.8","954.86","422.93999999999994"
6,"17551","501.27","0","501.27"
7,"17551","0","971.96","-971.96"
9,"17551","183.21","0","183.21"
10,"17551","636.38","1773.33","-1136.9499999999998"
11,"17551","4098.75","5319.99","-1221.2399999999996"
2,"17569","1299.49","1097.18","202.30999999999995"
4,"17569","627.25","1097.18","-469.93000000000006"
5,"17569","1600.24","1097.18","503.05999999999995"
6,"17569","0","279.35","-279.35"
7,"17569","6320.86","5485.900000000001","834.9599999999998"
10,"17569","1626.97","0","1626.97"
4,"17575","144.26","0","144.26"
5,"17575","0","1627.73","-1627.73"
1,"17597","644.35","0","644.35"
2,"17597","781.45","0","781.45"
3,"17597","1489.98","812.83","677.15"
8,"17597","196.77","0","196.77"
12,"17597","469.83","812.83","-343.00000000000006"
3,"17599","3523.16","3259.36","263.79999999999995"
7,"17599","5832.42","3783.92","2048.5"
8,"17599","3523.16","2937.38","585.78"
9,"17599","3523.16","1371.1","2152.0600000000004"
11,"17599","1921.54","0","1921.54"
1,"1763","1989.15","0","1989.15"
2,"1763","1764.19","1669.23","94.96000000000004"
4,"1763","1764.19","1669.23","94.96000000000004"
6,"1763","1535.32","0","1535.32"
7,"1763","0","1335.13","-1335.13"
10,"1763","0","156.22","-156.22"
11,"1763","1147.38","0","1147.38"
1,"17651","715.07","137.96","577.11"
2,"17651","1308.81","137.96","1170.85"
5,"17651","0","340.46","-340.46"
6,"17651","1082.05","137.96","944.0899999999999"
7,"17651","5506.58","689.8000000000001","4816.78"
9,"17651","1380.05","0","1380.05"
10,"17651","673.72","137.96","535.76"
12,"17651","1726.93","137.96","1588.97"
1,"17671","0","1624.13","-1624.13"
2,"17671","711.73","0","711.73"
4,"17671","1091.29","202.78","888.51"
5,"17671","1742.61","0","1742.61"
6,"17671","1440.31","202.78","1237.53"
9,"17671","1289.89","202.78","1087.1100000000001"
12,"17671","0","1594.47","-1594.47"
1,"17702","1645.46","0","1645.46"
2,"17702","0","808.06","-808.06"
4,"17702","1188.44","0","1188.44"
5,"17702","1370.99","1105.79","265.20000000000005"
7,"17702","1370.99","411.95","959.04"
8,"17702","403.43","0","403.43"
11,"17702","2741.98","1517.74","1224.24"
3,"17745","0","1231.02","-1231.02"
5,"17745","1958.5","0","1958.5"
6,"17745","509.37","0","509.37"
9,"17745","272.46","0","272.46"
10,"17745","1442.04","0","1442.04"
11,"17745","1386.14","0","1386.14"
1,"17760","5645.76","4104.049999999999","1541.7100000000003"
2,"17760","605.55","0","605.55"
3,"17760","1509.88","0","1509.88"
7,"17760","6465.41","10422.06","-3956.65"
8,"17760","1309.56","0","1309.56"
10,"17760","1720.12","0","1720.12"
5,"17775","676.99","505.31","171.68"
6,"17775","354.2","505.31","-151.11"
7,"17775","1486.18","1515.93","-29.75"
8,"17775","1708.13","0","1708.13"
10,"17775","1159","0","1159"
12,"17775","454.99","505.31","-50.31999999999999"
1,"17799","1575.14","0","1575.14"
3,"17799","682.5","0","682.5"
6,"17799","1762.03","2327.78","-565.7500000000002"
8,"17799","1014.04","1163.89","-149.85000000000014"
11,"17799","747.99","1163.89","-415.9000000000001"
1,"17806","2280.28","2884.93","-604.6499999999997"
5,"17806","1140.14","1889.32","-749.1799999999998"
11,"17806","1140.14","995.61","144.5300000000001"
2,"17842","2695.7200000000003","5418.12","-2722.3999999999996"
5,"17842","3556.44","4827.92","-1271.48"
6,"17842","2695.7200000000003","3576.6000000000004","-880.8800000000001"
7,"17842","3445.36","4827.92","-1382.56"
8,"17842","0","1390.23","-1390.23"
9,"17842","2695.7200000000003","5406.54","-2710.82"
10,"17842","3781.08","4827.92","-1046.8400000000001"
12,"17842","210.26","0","210.26"
2,"17914","6.09","0","6.09"
3,"17914","4532.54","3971.01","561.5299999999997"
4,"17914","0","1714.68","-1714.68"
5,"17914","2901.1","1620.26","1280.84"
7,"17914","2236.9","1620.26","616.6400000000001"
9,"17914","4532.54","889.77","3642.7700000000004"
10,"17914","3927.08","1620.26","2306.8199999999997"
1,"1797","1347.64","0","1347.64"
2,"1797","588.14","0","588.14"
11,"1797","1428","0","1428"
8,"17991","1314.94","0","1314.94"
10,"17991","118.94","0","118.94"
2,"18015","528.09","958.66","-430.56999999999994"
5,"18015","1716.96","958.66","758.3000000000001"
9,"18015","979.32","0","979.32"
10,"18015","2543.8","2875.98","-332.17999999999984"
11,"18015","1341.96","0","1341.96"
12,"18015","298.75","958.66","-659.91"
3,"18038","419.49","0","419.49"
4,"18038","834.51","376.71","457.8"
7,"18038","523.42","0","523.42"
9,"18038","834.51","159.11","675.4"
10,"18038","0","257.3","-257.3"
12,"18038","2503.5299999999997","1613.9500000000003","889.5799999999999"
1,"18068","0","1713.22","-1713.22"
3,"18068","1768.68","0","1768.68"
5,"18068","699.53","954.99","-255.46000000000004"
8,"18068","699.53","530.08","169.44999999999993"
9,"18068","0","1471.01","-1471.01"
11,"18068","1675.04","0","1675.04"
12,"18068","699.53","1971.94","-1272.41"
5,"18070","194.7","0","194.7"
7,"18070","1227.29","0","1227.29"
2,"18100","0","1706.77","-1706.77"
4,"18100","1211.82","2507.71","-1295.8899999999999"
7,"18100","605.91","1161.87","-555.9599999999999"
9,"18100","1762.43","0","1762.43"
10,"18100","1740.99","0","1740.99"
12,"18100","605.91","1345.84","-739.93"
4,"18115","871.12","77.65","793.47"
5,"18115","1464.67","77.65","1387.02"
6,"18115","4122.7300000000005","388.25","3734.4800000000005"
7,"18115","1222.74","77.65","1145.09"
12,"18115","440.97","77.65","363.32000000000005"
2,"18123","1673.92","0","1673.92"
5,"18123","1960.5","0","1960.5"
10,"18123","1441.69","1648.24","-206.54999999999995"
12,"18123","1441.69","1648.24","-206.54999999999995"
1,"18157","5157.7","6023.6","-865.9000000000003"
3,"18157","7544.349999999999","5041.6900000000005","2502.6599999999994"
4,"18157","5157.7","5742.16","-584.4599999999998"
5,"18157","1817.24","0","1817.24"
6,"18157","1443.6000000000001","5041.69","-3598.0899999999997"
7,"18157","5157.7","4758.76","398.9399999999998"
8,"18157","1350.33","0","1350.33"
9,"18157","5157.7","951.6","4206.099999999999"
11,"18157","425.62","0","425.62"
12,"18157","7759.75","5041.69","2718.06"
1,"18164","848.68","0","848.68"
8,"18164","1195.77","0","1195.77"
2,"18180","0","280.93","-280.93"
9,"18180","0","252.7","-252.7"
10,"18180","0","23.51","-23.51"
1,"18206","0","1166.24","-1166.24"
3,"18206","0","957.7","-957.7"
7,"18206","0","610.19","-610.19"
12,"18206","1664.5","0","1664.5"
4,"18209","0","509.64","-509.64"
1,"18238","84.64","0","84.64"
10,"18238","662.43","0","662.43"
1,"18262","2450.79","2441.3","9.489999999999895"
2,"18262","4704.19","8118.120000000001","-3413.9300000000003"
3,"18262","66.57000000000001","2441.3","-2374.73"
5,"18262","0","914.42","-914.42"
6,"18262","3531.81","2441.3","1090.51"
7,"18262","0","95.92","-95.92"
8,"18262","1956.84","2441.3","-484.46000000000004"
9,"18262","608.54","0","608.54"
10,"18262","4704.1900000000005","5596.44","-892.25"
11,"18262","0","574.25","-574.25"
12,"18262","1910.25","0","1910.25"
7,"18272","0","1497.45","-1497.45"
8,"18272","0","1902.01","-1902.01"
3,"18280","1093.71","2935.1","-1841.3899999999999"
6,"18280","1093.71","1303.84","-210.12999999999988"
7,"18280","553.74","2119.47","-1565.7299999999998"
8,"18280","1015.28","0","1015.28"
9,"18280","1751.29","0","1751.29"
10,"18280","1633.68","2119.47","-485.78999999999985"
1,"18281","1984.02","3785.1","-1801.08"
2,"18281","566.65","0","566.65"
5,"18281","5460.21","3785.1","1675.11"
6,"18281","3512.2599999999998","1726.56","1785.6999999999998"
7,"18281","557.17","0","557.17"
10,"18281","0","976.71","-976.71"
11,"18281","3512.2599999999998","4789.38","-1277.1200000000003"
2,"1830","1500.75","0","1500.75"
3,"1830","1545.83","0","1545.83"
4,"1830","0","208.44","-208.44"
7,"1830","1205.52","0","1205.52"
8,"1830","542.8","0","542.8"
10,"1830","0","822.63","-822.63"
1,"1832","13594.880000000001","21141.119999999995","-7546.240000000001"
2,"1832","0","1837.24","-1837.24"
3,"1832","485.1","1921.92","-1436.8200000000002"
4,"1832","1046.43","1921.92","-875.49"
5,"1832","1579.09","1921.92","-342.83000000000015"
7,"1832","1657.15","1921.92","-264.77"
8,"1832","243.1","0","243.1"
10,"1832","864.49","1921.92","-1057.43"
12,"1832","300.32","0","300.32"
2,"18327","1233.16","0","1233.16"
1,"18375","1028.87","0","1028.87"
2,"18375","3647.26","3335.53","311.73"
3,"18375","7943.400000000001","9902.34","-1958.9400000000003"
6,"18375","2334.28","3335.53","-1001.25"
8,"18375","1304.38","3335.53","-2031.15"
9,"18375","3799.78","3335.53","464.25"
10,"18375","1759.46","3335.53","-1576.0700000000002"
3,"18377","4763.34","1989.5400000000002","2773.7999999999997"
5,"18377","2091.22","876.72","1214.5"
6,"18377","1401.4499999999998","1989.54","-588.0900000000001"
7,"18377","2091.22","2634.96","-543.7400000000002"
9,"18377","2091.22","2456.94","-365.72000000000014"
10,"18377","0","643.68","-643.68"
12,"18377","1778.56","0","1778.56"
1,"1838","1288.52","0","1288.52"
2,"1838","426.68","0","426.68"
3,"1838","1504.17","535.76","968.4100000000001"
7,"1838","1487.88","535.76","952.1200000000001"
10,"1838","1363.98","535.76","828.22"
11,"1838","209.72","535.76","-326.03999999999996"
12,"1838","1304.84","0","1304.84"
4,"18404","1555.33","0","1555.33"
7,"18433","818.55","0","818.55"
6,"18451","235.92","0","235.92"
8,"18451","0","1392.66","-1392.66"
12,"18451","0","1506.13","-1506.13"
5,"18485","3051.9300000000003","2106.9","945.03"
6,"18485","6147.84","4652.89","1494.95"
7,"18485","3051.9300000000003","3783.54","-731.6099999999999"
9,"18485","3051.9300000000003","2436.86","615.0699999999999"
12,"18485","521.17","0","521.17"
1,"18509","0","354.16","-354.16"
11,"18509","1432.39","0","1432.39"
1,"18511","60.04","0","60.04"
2,"18511","1442.17","0","1442.17"
3,"18511","858.46","0","858.46"
9,"18511","1822.77","0","1822.77"
10,"18511","1270.34","0","1270.34"
11,"18511","410.5","0","410.5"
12,"18511","519.05","0","519.05"
2,"18547","7408.01","9517.68","-2109.67"
3,"18547","501.61","0","501.61"
4,"18547","1861.86","2651.7799999999997","-789.9200000000001"
5,"18547","3602.24","2651.7799999999997","950.4599999999998"
6,"18547","3344.96","2651.7799999999997","693.1800000000001"
8,"18547","1693.85","0","1693.85"
10,"18547","885.08","2651.7799999999997","-1766.7"
12,"18547","926.05","0","926.05"
2,"18557","605.11","0","605.11"
5,"18557","803.22","0","803.22"
7,"18557","758.74","0","758.74"
10,"18557","1026.46","0","1026.46"
1,"18591","1825.13","0","1825.13"
5,"18591","1229.99","0","1229.99"
8,"18591","1278.36","772.35","506.0099999999999"
9,"18591","639.18","589.07","50.1099999999999"
10,"18591","612.6","0","612.6"
12,"18591","2.51","0","2.51"
2,"18622","226.25","1403.62","-1177.37"
5,"18622","1496.64","1403.62","93.02000000000021"
6,"18622","382.5","0","382.5"
7,"18622","0","105.28","-105.28"
8,"18622","515.11","1403.62","-888.5099999999999"
9,"18622","542.87","1403.62","-860.7499999999999"
11,"18622","1083.58","1403.62","-320.03999999999996"
2,"18628","1770.89","462.59","1308.3000000000002"
4,"18628","1770.89","462.59","1308.3000000000002"
7,"18628","486.58","0","486.58"
2,"18747","1771.74","0","1771.74"
3,"18747","0","547.96","-547.96"
4,"18747","17.9","0","17.9"
3,"188","0","1156","-1156"
2,"18832","1004.55","0","1004.55"
3,"18832","1375.64","0","1375.64"
4,"18832","975.53","1609.02","-633.49"
5,"18832","1753.33","0","1753.33"
11,"18832","1936.43","1609.02","327.4100000000001"
2,"18843","1600.06","0","1600.06"
5,"18843","709.19","0","709.19"
11,"18843","0","1509.03","-1509.03"
12,"18843","1089.73","0","1089.73"
1,"18846","6.89","0","6.89"
6,"18846","1859.14","0","1859.14"
11,"18846","184.31","0","184.31"
2,"18881","540.07","0","540.07"
3,"18881","1535.61","0","1535.61"
4,"18881","0","870.54","-870.54"
3,"18899","1289.71","0","1289.71"
9,"18899","1100.73","1065.22","35.50999999999999"
11,"18899","1312.5","2130.44","-817.94"
12,"18899","1780.51","0","1780.51"
2,"189","0","938.47","-938.47"
4,"189","105.81","2886.54","-2780.73"
5,"189","7.77","1443.27","-1435.5"
11,"189","98.04","1443.27","-1345.23"
2,"18912","936.56","81.23","855.3299999999999"
8,"18912","936.56","81.23","855.3299999999999"
10,"18912","395.92","0","395.92"
1,"18935","540.82","0","540.82"
2,"18935","0","1732.36","-1732.36"
3,"18935","0","1525.68","-1525.68"
4,"18935","1496.6","564.26","932.3399999999999"
5,"18935","1637.68","0","1637.68"
6,"18935","1481.92","0","1481.92"
8,"18935","0","1439.61","-1439.61"
9,"18935","540.91","0","540.91"
10,"18935","951.89","0","951.89"
11,"18935","813.51","564.26","249.25"
12,"18935","0","664.06","-664.06"
4,"18936","755.29","0","755.29"
6,"18936","971.59","0","971.59"
9,"18936","1876.78","0","1876.78"
10,"18936","1413.45","0","1413.45"
1,"18987","1008.14","0","1008.14"
3,"18987","1061.09","0","1061.09"
5,"18987","1570.26","0","1570.26"
7,"18987","1655.6","0","1655.6"
8,"18987","251.71","0","251.71"
9,"18987","1873.8","0","1873.8"
11,"18987","1053.32","0","1053.32"
9,"190","1023.21","0","1023.21"
1,"19069","3271.29","4439.72","-1168.4299999999998"
2,"19069","2077.92","1846.72","231.20000000000005"
4,"19069","2077.92","3213.42","-1135.5"
6,"19069","0","1527.36","-1527.36"
8,"19069","2077.92","3819.3","-1741.38"
11,"19069","2962.4700000000003","4439.72","-1477.25"
12,"19069","1299.72","0","1299.72"
1,"19095","1966.29","276.29","1690"
4,"19095","1479.73","276.29","1203.44"
6,"19095","0","220.27","-220.27"
9,"19095","0","1552.85","-1552.85"
10,"19095","1196.1","0","1196.1"
1,"19128","524.1","0","524.1"
6,"19128","2480.12","1945.24","534.8799999999999"
7,"19128","1474.88","0","1474.88"
9,"19128","1095.27","972.62","122.64999999999998"
11,"19128","1262.95","0","1262.95"
12,"19128","1384.85","972.62","412.2299999999999"
1,"19142","1623.37","69.98","1553.3899999999999"
2,"19142","157.7","69.98","87.71999999999998"
5,"19142","1608.21","0","1608.21"
10,"19142","1617.32","0","1617.32"
11,"19142","2167.69","209.94","1957.75"
12,"19142","275.33","0","275.33"
4,"19168","0","613.14","-613.14"
6,"19168","966.3000000000001","4921.74","-3955.4399999999996"
8,"19168","344.66","1640.58","-1295.9199999999998"
11,"19168","1313.73","0","1313.73"
12,"19168","0","1427.31","-1427.31"
4,"19184","553.31","0","553.31"
5,"19184","957.2","0","957.2"
7,"19184","0","754.19","-754.19"
8,"19184","1228.29","0","1228.29"
9,"19184","3207.63","1839.9900000000002","1367.6399999999999"
11,"19184","249.03","613.33","-364.30000000000007"
12,"19184","0","433.85","-433.85"
2,"19220","1773.77","1033.67","740.0999999999999"
5,"19220","1773.77","1033.67","740.0999999999999"
6,"19220","1680.71","0","1680.71"
12,"19220","0","697.39","-697.39"
1,"19230","714.26","0","714.26"
2,"19230","1273.36","0","1273.36"
3,"19230","0","1422.93","-1422.93"
4,"19230","1211.5","0","1211.5"
5,"19230","60.53","1391","-1330.47"
7,"19230","1484.45","1391","93.45000000000005"
9,"19230","1999.51","0","1999.51"
12,"19230","0","84.64","-84.64"
2,"19282","1019.99","0","1019.99"
7,"19282","1858.23","0","1858.23"
10,"19282","1787.03","0","1787.03"
12,"19282","120.09","0","120.09"
2,"19294","0","869.52","-869.52"
3,"19294","1662.51","1475.72","186.78999999999996"
4,"19294","1757.29","1475.72","281.56999999999994"
5,"19294","415.94","0","415.94"
6,"19294","288.03","1475.72","-1187.69"
9,"19294","1355.4","0","1355.4"
10,"19294","376.62","1475.72","-1099.1"
11,"19294","1540.98","1475.72","65.25999999999999"
2,"19337","1165.6","0","1165.6"
3,"19337","778.76","0","778.76"
7,"19337","1969.29","0","1969.29"
2,"19345","1248.93","808.78","440.1500000000001"
3,"19345","1392.49","808.78","583.71"
5,"19345","1472.71","808.78","663.9300000000001"
8,"19345","0","1872.08","-1872.08"
9,"19345","1217.45","808.78","408.6700000000001"
10,"19345","630.47","808.78","-178.30999999999995"
12,"19345","682.37","808.78","-126.40999999999997"
2,"1935","984.63","576.07","408.55999999999995"
3,"1935","0","369.2","-369.2"
7,"1935","1969.86","576.07","1393.79"
10,"1935","0","1086.97","-1086.97"
11,"1935","1700.9","0","1700.9"
12,"1935","635.82","576.07","59.75"
1,"19382","2402","3256.9","-854.9000000000001"
5,"19382","1416.78","1628.45","-211.67000000000007"
7,"19382","985.22","1628.45","-643.23"
10,"19382","0","1393.04","-1393.04"
1,"1941","269.3","1130.46","-861.1600000000001"
4,"1941","1210.73","0","1210.73"
6,"1941","1052.08","0","1052.08"
9,"1941","1459.8","0","1459.8"
11,"1941","374.23","0","374.23"
12,"1941","543.33","0","543.33"
10,"19446","0","1597.67","-1597.67"
3,"19498","344.22","0","344.22"
5,"19498","1315.48","0","1315.48"
6,"19498","0","1468.79","-1468.79"
12,"19498","1334.57","0","1334.57"
3,"19519","0","897.81","-897.81"
4,"19519","1976.69","0","1976.69"
9,"19519","0","1479.24","-1479.24"
10,"19519","1092.86","0","1092.86"
8,"19527","0","1127.04","-1127.04"
9,"19527","243.97","0","243.97"
12,"19527","0","1577.31","-1577.31"
3,"19534","1577.01","0","1577.01"
5,"19534","1053.24","0","1053.24"
2,"19547","0","1522.29","-1522.29"
6,"19547","337.8","0","337.8"
7,"19547","1256.46","0","1256.46"
8,"19547","61.24","0","61.24"
10,"19547","1836.52","0","1836.52"
2,"19611","0","1958.17","-1958.17"
3,"19611","1581.92","0","1581.92"
4,"19611","1614.94","0","1614.94"
7,"19611","1466.26","0","1466.26"
2,"1963","1996.73","2621.58","-624.8499999999999"
6,"1963","1603.22","1310.79","292.43000000000006"
7,"1963","0","1528.63","-1528.63"
1,"19678","0","1705.22","-1705.22"
2,"19678","2183.78","6185.64","-4001.8600000000006"
3,"19678","2183.78","7280.8","-5097.02"
5,"19678","2183.7799999999997","1633.4","550.3799999999999"
7,"19678","25.18","0","25.18"
8,"19678","0","264.37","-264.37"
9,"19678","364.67","0","364.67"
10,"19678","2183.78","2706.84","-523.0600000000002"
12,"19678","4651.84","4451.67","200.16999999999996"
1,"19684","897.51","0","897.51"
3,"19684","234.67","0","234.67"
4,"19684","1534.97","0","1534.97"
9,"19684","1872.76","0","1872.76"
11,"19684","1499.64","0","1499.64"
12,"19684","1863.7","0","1863.7"
6,"197","462.21","690.76","-228.55"
12,"197","462.21","690.76","-228.55"
8,"19714","1631.02","2353.42","-722.4000000000001"
9,"19714","40.63","0","40.63"
12,"19714","2561.7200000000003","812.84","1748.8799999999999"
8,"19754","729.5600000000001","124.5","605.0600000000001"
10,"19754","74.12","62.25","11.870000000000005"
11,"19754","0","196.24","-196.24"
1,"19804","1829.42","0","1829.42"
2,"19804","4009.6799999999994","969.18","3040.5000000000005"
4,"19804","559.46","0","559.46"
5,"19804","549.48","1896.68","-1347.2000000000003"
7,"19804","1986.03","1896.68","89.34999999999991"
8,"19804","1071.95","0","1071.95"
9,"19804","793.23","0","793.23"
11,"19804","3737.6400000000003","1896.68","1840.9600000000003"
1,"19824","1429.44","2328.6","-899.1599999999999"
5,"19824","2318.78","2328.6","-9.819999999999709"
7,"19824","1345.03","0","1345.03"
8,"19824","3005.0300000000007","4255.71","-1250.6799999999996"
10,"19824","0","112.84","-112.84"
11,"19824","1977.91","0","1977.91"
4,"19847","0","670.98","-670.98"
6,"19847","116.25","1862.3","-1746.05"
4,"19850","1293.46","0","1293.46"
7,"19850","80.42","0","80.42"
10,"19850","0","800.72","-800.72"
12,"19850","238.87","0","238.87"
1,"19857","1515.66","0","1515.66"
6,"19857","1365.31","0","1365.31"
7,"19857","775.09","0","775.09"
9,"19857","647.96","0","647.96"
10,"19857","148.31","0","148.31"
3,"19859","2041.47","2452.38","-410.9100000000001"
4,"19859","978.76","0","978.76"
6,"19859","316.98","1226.19","-909.21"
8,"19859","1724.49","1226.19","498.29999999999995"
11,"19859","1867.94","0","1867.94"
12,"19859","0","128.27","-128.27"
2,"19877","1064.83","0","1064.83"
3,"19877","1600.95","0","1600.95"
5,"19877","1556.38","0","1556.38"
7,"19877","235.36","0","235.36"
9,"19877","0","780.72","-780.72"
10,"19877","1324.06","0","1324.06"
11,"19877","979.11","0","979.11"
8,"19882","0","1290.91","-1290.91"
1,"19883","1408.53","668.32","740.2099999999999"
2,"19883","4598","2673.28","1924.7199999999998"
3,"19883","1434.71","668.32","766.39"
4,"19883","564.43","668.32","-103.8900000000001"
6,"19883","1190.33","668.32","522.0099999999999"
2,"19898","329.4","0","329.4"
6,"19898","1818.67","0","1818.67"
8,"19898","1797.5","0","1797.5"
9,"19898","178.18","0","178.18"
10,"19898","833.71","0","833.71"
12,"19898","1986.75","0","1986.75"
2,"19919","0","804.95","-804.95"
4,"19919","55.02","1499.97","-1444.95"
8,"19919","55.02","378.96","-323.94"
2,"1994","1383.08","1584.91","-201.83000000000015"
3,"1994","727.04","0","727.04"
4,"1994","1811.31","0","1811.31"
5,"1994","1145.93","0","1145.93"
7,"1994","1101.22","4524.6","-3423.38"
8,"1994","87.98","1584.91","-1496.93"
9,"1994","571.86","1584.91","-1013.05"
1,"19968","854.95","0","854.95"
3,"19968","847.46","0","847.46"
4,"19968","1258.38","0","1258.38"
10,"19968","712.45","0","712.45"
1,"19972","1482.55","0","1482.55"
2,"19972","0","1286.01","-1286.01"
3,"19972","746.57","0","746.57"
5,"19972","1825.07","1172.91","652.1599999999999"
8,"19972","1538.43","1172.91","365.52"
9,"19972","909.9","0","909.9"
10,"19972","5247.41","3518.7300000000005","1728.6799999999998"
11,"19972","1049.91","0","1049.91"
1,"19990","310","0","310"
5,"19990","0","96.01","-96.01"
8,"19990","1010.16","0","1010.16"
3,"19996","487.87","0","487.87"
